# PSEUDOCALANUS, OIKOPLEURA, ACARTIA LONGIREMIS, CENTROPAGES
1.707016405539732995e+00,-6.366063771270340232e-02,-8.186403324358528799e-01,-2.820083938344151164e-01
5.425256500272626070e-01,-1.534766635245800259e+00,-7.140770549203883100e-01,-4.655521331354131043e-01
1.355123806086429239e+00,-8.398979376883469739e-01,-5.821551531713908822e-01,-7.984712206828235015e-01
1.462571121435590316e+00,1.657688615400165766e-01,2.389725392080064431e-02,-4.644375021065541564e-01
2.544422578516381428e+00,-1.534766635245800259e+00,1.240590448412226099e+00,5.729098439068360804e-01
1.547725137817802077e+00,-1.534766635245800259e+00,2.909766454803885516e+00,8.127735247465512902e-01
1.190953791314915966e+00,2.475110751331778547e-02,2.735458145931641383e+00,1.162357621391084450e+00
5.471195648652974475e-01,3.194828214745181860e+00,1.899351508535651600e-01,-5.395994678726073746e-01
3.875908493907889718e-01,9.692793792314353674e-01,1.104657040474515295e+00,-7.984712206828235015e-01
-5.413205141515048391e-01,6.447256679757404907e-01,-2.860471376640423835e-01,-7.984712206828235015e-01
-5.758112197111712321e-02,-2.259624282704197351e-01,-2.946631438139625248e-01,-7.984712206828235015e-01
8.942666045814464358e-05,-6.748314492984475166e-01,-6.107120867712136913e-01,-7.984712206828235015e-01
5.708562161349293174e-01,-8.128501991029316587e-01,-6.752471425352122303e-01,-7.984712206828235015e-01
-1.134836406417151777e-01,-1.534766635245800259e+00,-5.533343439621966064e-01,-3.603208284490667102e-01
4.502931512968626482e-01,-1.126322600169501253e+00,-4.966101148458601511e-01,2.679148734014187849e-01
7.203915532339583150e-01,1.141640750795913511e-01,1.916831265753969449e+00,1.971811911355899338e-01
7.900115097809361497e-01,-1.534766635245800259e+00,2.016199066880070223e+00,1.870226967381623251e-01
2.625550028588518714e+00,5.078510339150655861e-01,1.422554034003594259e+00,1.484222718240677752e+00
5.775995181400950251e-01,-1.534766635245800259e+00,1.405322811048430376e+00,7.167704772445844252e-01
1.411140518571668778e+00,2.453204483350048259e-01,2.187491637183197835e+00,7.906554805521421869e-01
9.073098549146606517e-01,5.400279038935199560e-01,9.413085498759050651e-01,1.471956425744159469e-01
-9.516046448595761875e-01,5.882386957222632828e-01,-2.834599861276345667e-01,-4.738224826002036538e-01
-1.032676883205675189e+00,-7.286731955108360914e-01,-8.946573375818930307e-01,-7.984712206828235015e-01
-3.236059851150330791e-01,-2.121235433796658243e-01,-9.130467920169368368e-01,-7.984712206828235015e-01
-5.081671620297590897e-01,-4.002760144188665659e-01,-1.103218559055642034e+00,-3.680177594312777356e-01
1.138936703080384527e+00,-1.837770422664850856e-01,-5.368947240872616877e-01,-2.050793228641826504e-01
9.751863632035309148e-01,-6.780070895046891311e-01,-5.953085322534154011e-01,-3.639430583852425460e-01
